example_id,category,source_method,map,map_family,agents,seed,budget_ms,blend_to_g556,weight,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g561_hn_ft_00046,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-empty-8x8-v1,empty,12,561000375,750,0.75,2.0,False,False,False,False,False
g561_hn_ft_00047,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,random-32-32-20,random,256,7485,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00048,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-random-32x32-a-v0,random,80,561000276,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00049,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,random-32-32-20,random,256,7485,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00050,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-random-32x32-a-v0,random,80,561000130,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00051,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-random-32x32-a-v0,random,80,561000568,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00052,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,random-32-32-20,random,256,7197,500,0.75,2.0,False,False,False,False,False
g561_hn_ft_00053,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,random-32-32-20,random,256,7197,500,0.75,2.0,False,False,False,False,False
g561_hn_ft_00054,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,random-32-32-20,random,256,7917,5000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00055,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,random-32-32-20,random,256,7245,1500,0.75,2.0,False,False,False,False,False
g561_hn_ft_00056,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-loop-56x56-a-v0,loop,64,561000226,5000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00057,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,random-32-32-20,random,256,7053,2000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00058,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,random-32-32-20,random,256,7125,1000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00059,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-loop-56x56-a-v0,loop,64,561001102,5000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00060,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,random-32-32-20,random,256,7173,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00061,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,random-32-32-20,random,256,7917,5000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00062,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,random-32-32-20,random,256,7605,5000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00063,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-random-24x24-a-v1,random,48,561001239,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00064,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,random-32-32-20,random,256,7077,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00065,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-random-24x24-a-v1,random,48,561000801,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00066,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-loop-56x56-a-v0,loop,64,561000518,5000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00067,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-empty-8x8-v1,empty,12,561000959,750,0.75,2.0,False,False,False,False,False
g561_hn_ft_00068,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-empty-8x8-v1,empty,12,561000959,750,0.75,2.0,False,False,False,False,False
g561_hn_ft_00069,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,random-32-32-20,random,256,7773,1000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00070,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-empty-8x8-v1,empty,12,561001105,750,0.75,2.0,False,False,False,False,False
g561_hn_ft_00071,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-random-32x32-a-v0,random,80,561000714,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00072,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-random-24x24-a-v1,random,48,561001239,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00073,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-empty-8x8-v1,empty,32,561001149,2000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00074,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,random-32-32-20,random,256,7053,2000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00075,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,random-32-32-20,random,256,7605,5000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00076,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-random-32x32-a-v0,random,80,561001298,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00077,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,random-32-32-20,random,256,7725,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00078,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,random-32-32-20,random,256,7677,2000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00079,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-tree-56x40-a-v0,tree,80,561000884,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00080,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-empty-8x8-v1,empty,12,561000521,750,0.75,2.0,False,False,False,False,False
g561_hn_ft_00081,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-empty-8x8-v1,empty,32,561000419,2000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00082,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-random-32x32-a-v0,random,80,561000130,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00083,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,random-32-32-20,random,256,7797,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00084,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-random-24x24-a-v1,random,16,561001341,1000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00085,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-string-64x32-a-v1,irregular_bottleneck,48,561000841,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00086,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-tunnel-64x32-a-v0,tunnel,48,561000152,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00087,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-string-64x32-a-v0,irregular_bottleneck,48,561000914,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00088,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,random-32-32-20,random,256,7893,1500,0.75,2.0,False,False,False,False,False
g561_hn_ft_00089,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,random-32-32-20,random,256,7437,1000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00090,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-string-64x32-a-v1,irregular_bottleneck,48,561001133,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00091,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,room-32-32-4,room,64,7536,500,0.75,2.0,False,False,False,False,False
g561_hn_ft_00092,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,random-32-32-20,random,256,7125,1000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00093,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,random-32-32-20,random,256,7677,2000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00094,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,random-32-32-20,random,256,7797,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00095,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-loop-56x56-a-v1,loop,64,561000591,5000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00096,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-random-24x24-a-v1,random,16,561000611,1000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00097,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-string-64x32-a-v0,irregular_bottleneck,24,561001294,1500,0.75,2.0,False,False,False,False,False
g561_hn_ft_00098,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,random-32-32-20,random,256,7893,1500,0.75,2.0,False,False,False,False,False
g561_hn_ft_00099,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,random-32-32-20,random,256,7773,1000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00100,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-tree-56x40-a-v1,tree,80,561001249,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00101,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-random-32x32-a-v0,random,80,561001152,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00102,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-tree-56x40-a-v1,tree,32,561000475,2000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00103,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-string-64x32-a-v1,irregular_bottleneck,24,561000199,1500,0.75,2.0,False,False,False,False,False
g561_hn_ft_00104,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-random-32x32-a-v0,random,80,561001152,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00105,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-tunnel-64x32-a-v0,tunnel,48,561000152,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00106,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-tree-56x40-a-v1,tree,80,561001395,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00107,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,random-32-32-20,random,256,7845,500,0.75,2.0,False,False,False,False,False
g561_hn_ft_00108,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,random-32-32-20,random,256,7533,500,0.75,2.0,False,False,False,False,False
g561_hn_ft_00109,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-string-64x32-a-v1,irregular_bottleneck,48,561001133,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00110,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-tunnel-64x32-a-v0,tunnel,48,561000882,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00111,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-tree-56x40-a-v0,tree,32,561000548,2000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00112,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,room-32-32-4,room,64,7656,2000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00113,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-string-64x32-a-v1,irregular_bottleneck,48,561000841,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00114,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-random-24x24-a-v1,random,16,561000611,1000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00115,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,random-32-32-20,random,256,7173,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00116,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,room-32-32-4,room,64,7536,500,0.75,2.0,False,False,False,False,False
g561_hn_ft_00117,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,room-32-32-4,room,64,7056,500,0.75,2.0,False,False,False,False,False
g561_hn_ft_00118,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,random-32-32-20,random,256,7293,5000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00119,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,random-32-32-20,random,256,7293,5000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00120,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-random-24x24-a-v1,random,16,561000027,1000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00121,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,room-32-32-4,room,64,7656,2000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00122,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,room-32-32-4,room,64,7056,500,0.75,2.0,False,False,False,False,False
g561_hn_ft_00123,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-string-64x32-a-v0,irregular_bottleneck,24,561000418,1500,0.75,2.0,False,False,False,False,False
g561_hn_ft_00124,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-string-64x32-a-v0,irregular_bottleneck,24,561000418,1500,0.75,2.0,False,False,False,False,False
g561_hn_ft_00125,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,room-32-32-4,room,64,7176,2000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00126,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,room-32-32-4,room,64,7248,1000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00127,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,room-32-32-4,room,64,7248,1000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00128,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-tree-56x40-a-v1,tree,80,561001395,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00129,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,random-32-32-20,random,256,7533,500,0.75,2.0,False,False,False,False,False
g561_hn_ft_00130,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,random-32-32-20,random,256,7845,500,0.75,2.0,False,False,False,False,False
g561_hn_ft_00131,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,room-32-32-4,room,64,7320,1500,0.75,2.0,False,False,False,False,False
g561_hn_ft_00132,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-loop-56x56-a-v1,loop,64,561000883,5000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00133,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,room-32-32-4,room,64,7392,750,0.75,2.0,False,False,False,False,False
g561_hn_ft_00134,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,room-32-32-4,room,64,7296,500,0.75,2.0,False,False,False,False,False
g561_hn_ft_00135,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-string-64x32-a-v0,irregular_bottleneck,48,561001060,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00136,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-random-24x24-a-v1,random,8,561000115,500,0.75,2.0,False,False,False,False,False
g561_hn_ft_00137,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-random-24x24-a-v1,random,8,561000115,500,0.75,2.0,False,False,False,False,False
g561_hn_ft_00138,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-tree-56x40-a-v1,tree,32,561000767,2000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00139,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-tree-56x40-a-v1,tree,80,561001103,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00140,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-random-24x24-a-v1,random,16,561000903,1000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00141,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-tree-56x40-a-v0,tree,80,561001176,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00142,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-tree-56x40-a-v1,tree,80,561001249,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00143,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-random-24x24-a-v1,random,16,561000027,1000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00144,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,room-32-32-4,room,64,7392,750,0.75,2.0,False,False,False,False,False
g561_hn_ft_00145,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-tunnel-64x32-a-v1,tunnel,48,561001101,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00146,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-tree-56x40-a-v0,tree,32,561000840,2000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00147,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-tree-56x40-a-v1,tree,80,561000227,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00148,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-tree-56x40-a-v1,tree,80,561000957,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00149,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,room-32-32-4,room,64,7680,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00150,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-random-32x32-a-v0,random,80,561000422,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00151,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-tunnel-64x32-a-v1,tunnel,48,561000079,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00152,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-random-32x32-a-v0,random,80,561000860,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00153,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-string-64x32-a-v0,irregular_bottleneck,24,561000272,1500,0.75,2.0,False,False,False,False,False
g561_hn_ft_00154,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-string-64x32-a-v1,irregular_bottleneck,48,561000111,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00155,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-tree-56x40-a-v1,tree,16,561001001,1000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00156,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-tree-56x40-a-v1,tree,16,561001001,1000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00157,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-tree-56x40-a-v1,tree,80,561000519,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00158,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-tunnel-64x32-a-v0,tunnel,48,561000444,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00159,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-loop-56x56-a-v0,loop,12,561000854,750,0.75,2.0,False,False,False,False,False
g561_hn_ft_00160,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-loop-56x56-a-v0,loop,12,561000854,750,0.75,2.0,False,False,False,False,False
g561_hn_ft_00161,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-tree-56x40-a-v0,tree,80,561001322,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00162,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,room-32-32-4,room,64,7080,1500,0.75,2.0,False,False,False,False,False
g561_hn_ft_00163,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-string-64x32-a-v0,irregular_bottleneck,24,561000564,1500,0.75,2.0,False,False,False,False,False
